Starting Program 3 (SLOW)...
SLOW : WINDOW SIZE: [50] Load: 9.1% | Temp: 40.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.1% | Temp: 40.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 8.5% | Temp: 40.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 8.4% | Temp: 40.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 8.4% | Temp: 40.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 8.8% | Temp: 40.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 8.8% | Temp: 40.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 8.5% | Temp: 40.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 8.5% | Temp: 41.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 8.9% | Temp: 41.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.2% | Temp: 41.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 8.9% | Temp: 41.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 8.9% | Temp: 41.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 8.9% | Temp: 40.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.0% | Temp: 40.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.0% | Temp: 42.8°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.0% | Temp: 42.8°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.0% | Temp: 40.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.0% | Temp: 42.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.0% | Temp: 42.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.4% | Temp: 41.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.0% | Temp: 41.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.3% | Temp: 41.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 8.9% | Temp: 41.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.2% | Temp: 41.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.2% | Temp: 40.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 8.9% | Temp: 40.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 8.9% | Temp: 40.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 8.6% | Temp: 40.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 8.9% | Temp: 40.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 8.9% | Temp: 41.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 8.8% | Temp: 41.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.2% | Temp: 41.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.2% | Temp: 41.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.2% | Temp: 41.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 8.7% | Temp: 41.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.0% | Temp: 41.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 8.7% | Temp: 41.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.0% | Temp: 41.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.0% | Temp: 41.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.0% | Temp: 41.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.0% | Temp: 40.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.0% | Temp: 40.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.3% | Temp: 40.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.3% | Temp: 40.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.0% | Temp: 40.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.0% | Temp: 40.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.0% | Temp: 41.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.1% | Temp: 41.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.5% | Temp: 40.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.1% | Temp: 40.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.4% | Temp: 41.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.4% | Temp: 41.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.1% | Temp: 40.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.5% | Temp: 40.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.1% | Temp: 40.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.1% | Temp: 41.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.4% | Temp: 41.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.4% | Temp: 41.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.0% | Temp: 41.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.2% | Temp: 41.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.2% | Temp: 40.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.2% | Temp: 40.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.6% | Temp: 41.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.2% | Temp: 41.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.2% | Temp: 40.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 8.8% | Temp: 40.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.4% | Temp: 40.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.4% | Temp: 40.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.1% | Temp: 40.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 8.7% | Temp: 40.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 8.7% | Temp: 41.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.0% | Temp: 41.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.0% | Temp: 40.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 8.7% | Temp: 40.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 8.7% | Temp: 41.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 8.7% | Temp: 41.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 8.9% | Temp: 41.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 8.9% | Temp: 40.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 8.5% | Temp: 40.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 8.9% | Temp: 40.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 8.5% | Temp: 40.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 8.5% | Temp: 41.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 8.1% | Temp: 41.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 8.5% | Temp: 41.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 8.5% | Temp: 40.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 8.1% | Temp: 40.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 8.5% | Temp: 41.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 8.5% | Temp: 41.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 8.9% | Temp: 41.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 8.9% | Temp: 41.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 8.5% | Temp: 41.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 8.9% | Temp: 40.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 8.6% | Temp: 40.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 8.6% | Temp: 41.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 8.6% | Temp: 41.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 8.6% | Temp: 41.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.0% | Temp: 40.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 8.9% | Temp: 40.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 8.5% | Temp: 41.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 8.5% | Temp: 41.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 8.9% | Temp: 41.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.2% | Temp: 40.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.2% | Temp: 40.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.1% | Temp: 41.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.1% | Temp: 41.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.5% | Temp: 41.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 8.9% | Temp: 40.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.3% | Temp: 40.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.3% | Temp: 41.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 8.7% | Temp: 41.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.3% | Temp: 41.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 8.9% | Temp: 41.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 8.9% | Temp: 40.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 8.9% | Temp: 41.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 8.9% | Temp: 41.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.2% | Temp: 40.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 8.9% | Temp: 40.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 8.9% | Temp: 41.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 8.9% | Temp: 41.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 8.9% | Temp: 41.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.3% | Temp: 41.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.0% | Temp: 41.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.0% | Temp: 41.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.4% | Temp: 41.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.4% | Temp: 41.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.7% | Temp: 41.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.5% | Temp: 41.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.5% | Temp: 41.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.5% | Temp: 41.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.2% | Temp: 41.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.6% | Temp: 41.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.6% | Temp: 41.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 10.0% | Temp: 40.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.6% | Temp: 40.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.6% | Temp: 41.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 10.0% | Temp: 41.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.6% | Temp: 41.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.7% | Temp: 41.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.4% | Temp: 41.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.3% | Temp: 41.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.7% | Temp: 41.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.3% | Temp: 41.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.3% | Temp: 41.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.9% | Temp: 41.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.6% | Temp: 41.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.6% | Temp: 41.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.5% | Temp: 41.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.2% | Temp: 40.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.5% | Temp: 40.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.5% | Temp: 40.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.2% | Temp: 40.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.2% | Temp: 41.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.2% | Temp: 41.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.2% | Temp: 42.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.2% | Temp: 40.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 8.8% | Temp: 40.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.1% | Temp: 40.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 8.7% | Temp: 40.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.3% | Temp: 41.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.3% | Temp: 41.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 8.7% | Temp: 41.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 8.7% | Temp: 40.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 8.7% | Temp: 40.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.1% | Temp: 41.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.1% | Temp: 41.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 8.8% | Temp: 41.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 8.4% | Temp: 40.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.0% | Temp: 40.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 9.7% | Temp: 43.3°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 10.7% | Temp: 42.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 11.3% | Temp: 42.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 11.3% | Temp: 41.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 12.2% | Temp: 41.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 12.7% | Temp: 41.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 13.5% | Temp: 41.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 14.1% | Temp: 41.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 14.5% | Temp: 41.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 15.7% | Temp: 41.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 17.7% | Temp: 42.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 19.7% | Temp: 42.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 21.3% | Temp: 41.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 22.9% | Temp: 42.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 24.5% | Temp: 42.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 26.2% | Temp: 42.8°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 27.0% | Temp: 42.8°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 27.4% | Temp: 43.3°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 27.9% | Temp: 43.3°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 28.3% | Temp: 41.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 28.8% | Temp: 41.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 29.3% | Temp: 41.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 29.4% | Temp: 41.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 29.9% | Temp: 41.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 30.7% | Temp: 42.8°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 30.6% | Temp: 42.8°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 31.0% | Temp: 41.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 31.8% | Temp: 41.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 32.3% | Temp: 42.8°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 33.1% | Temp: 42.8°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 33.2% | Temp: 42.8°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 34.0% | Temp: 42.8°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 34.5% | Temp: 42.8°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 35.0% | Temp: 42.8°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 36.0% | Temp: 43.3°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 36.4% | Temp: 43.3°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 37.4% | Temp: 42.8°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 38.2% | Temp: 41.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 38.4% | Temp: 41.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 39.2% | Temp: 42.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 39.0% | Temp: 42.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 39.0% | Temp: 41.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 39.4% | Temp: 41.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 39.9% | Temp: 42.8°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 39.6% | Temp: 42.8°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 39.7% | Temp: 41.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 40.2% | Temp: 41.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 40.6% | Temp: 42.8°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 41.0% | Temp: 42.8°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 40.8% | Temp: 42.8°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 41.0% | Temp: 42.8°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 40.8% | Temp: 42.8°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 39.8% | Temp: 42.8°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 40.2% | Temp: 42.8°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 39.4% | Temp: 42.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 39.2% | Temp: 42.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 38.4% | Temp: 42.8°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 38.2% | Temp: 42.8°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 37.9% | Temp: 41.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 37.2% | Temp: 41.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 35.9% | Temp: 43.3°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 34.4% | Temp: 43.3°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 32.9% | Temp: 42.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 31.3% | Temp: 42.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 29.3% | Temp: 42.8°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 28.0% | Temp: 42.8°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 27.2% | Temp: 42.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 26.4% | Temp: 42.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 26.3% | Temp: 42.8°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 26.3% | Temp: 42.8°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 26.3% | Temp: 42.8°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 26.3% | Temp: 42.8°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 26.2% | Temp: 42.8°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 26.5% | Temp: 42.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 26.5% | Temp: 42.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 26.8% | Temp: 42.8°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 26.9% | Temp: 42.8°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 26.9% | Temp: 42.8°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 26.5% | Temp: 42.8°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 26.5% | Temp: 42.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 26.0% | Temp: 42.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 25.2% | Temp: 41.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 24.4% | Temp: 42.8°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 24.1% | Temp: 42.8°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 23.4% | Temp: 42.8°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 22.6% | Temp: 42.8°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 22.0% | Temp: 42.8°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 21.2% | Temp: 42.8°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 20.7% | Temp: 41.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 20.3% | Temp: 41.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 20.9% | Temp: 42.8°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 22.5% | Temp: 42.8°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 23.8% | Temp: 42.8°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 24.6% | Temp: 42.8°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 26.2% | Temp: 43.3°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 27.4% | Temp: 42.8°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 28.9% | Temp: 42.8°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 29.1% | Temp: 42.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 29.5% | Temp: 42.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 29.5% | Temp: 42.8°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 29.4% | Temp: 42.8°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 28.9% | Temp: 43.3°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 29.6% | Temp: 42.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 28.8% | Temp: 42.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 29.5% | Temp: 42.8°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 29.5% | Temp: 42.8°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 29.9% | Temp: 42.8°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 29.1% | Temp: 42.8°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 28.6% | Temp: 43.3°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 28.2% | Temp: 43.3°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 28.1% | Temp: 40.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 27.6% | Temp: 40.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 27.1% | Temp: 42.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 26.7% | Temp: 42.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 27.1% | Temp: 42.8°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 27.1% | Temp: 42.8°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 27.6% | Temp: 41.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 28.4% | Temp: 42.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 28.5% | Temp: 42.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 28.3% | Temp: 43.3°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 28.3% | Temp: 43.3°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 28.3% | Temp: 42.8°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 28.3% | Temp: 42.8°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 27.9% | Temp: 43.3°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 27.1% | Temp: 43.3°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 26.8% | Temp: 43.8°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 27.0% | Temp: 43.8°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 26.2% | Temp: 42.8°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 26.3% | Temp: 42.8°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 25.5% | Temp: 42.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 25.9% | Temp: 42.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 26.3% | Temp: 43.3°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 26.3% | Temp: 42.8°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 26.1% | Temp: 42.8°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 26.8% | Temp: 41.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 27.5% | Temp: 41.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 27.6% | Temp: 42.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 28.2% | Temp: 42.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 28.7% | Temp: 43.3°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 28.3% | Temp: 43.3°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 27.3% | Temp: 41.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 26.5% | Temp: 41.9°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 25.4% | Temp: 42.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 24.7% | Temp: 42.4°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 23.1% | Temp: 42.8°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 21.8% | Temp: 42.8°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 19.8% | Temp: 42.8°C | Status: OK
SLOW : WINDOW SIZE: [50] Load: 19.7% | Temp: 42.8°C | Status: OK
